"Company
(Maker-if known)","Company
Location","Broad Bean
Origin","Specific Bean Origin
or Bar Name","Bean
Type","Cocoa
Percent",Rating,Flavours of Cocoa Rating System,"Review
Date",REF
Tobago Estate (Pralus),France,"Trinidad, Tobago","Roxborough, Tobago",Trinitario,70%,4,Premium,2012,895
Tocoti,U.S.A.,Bolivia,"Wild Bolivian, Jungle Love",Criollo,77%,3,satisfactory,2012,927
Tocoti,U.S.A.,Venezuela,Venezuela, ,72%,3,satisfactory,2011,789
Tocoti,U.S.A.,Dominican Republic,Dominican Republic, ,74%,3,satisfactory,2011,789
Treehouse,U.S.A.,Dominican Republic,Conacado, ,72%,3,satisfactory,2014,1239
Tsara (Cinagra),Madagascar,Madagascar,"Ambanja, Tsara Valley", ,72%,3,satisfactory,2011,753
twenty-four blackbirds,U.S.A.,Dominican Republic,Oko Caribe, ,75%,3,satisfactory,2015,1700
twenty-four blackbirds,U.S.A.,Ecuador,"Cedeno, lot 271", ,75%,3,satisfactory,2015,1700
twenty-four blackbirds,U.S.A.,Madagascar,Madagascar,Trinitario,75%,3,satisfactory,2014,1235
twenty-four blackbirds,U.S.A.,Dominican Republic,Dominican Republic, ,68%,3,satisfactory,2013,1022
twenty-four blackbirds,U.S.A.,Bolivia,Palos Blancos, ,75%,2,Disappointing,2013,1026
twenty-four blackbirds,U.S.A.,Dominican Republic,Dominican Republic, ,73%,3,satisfactory,2011,753
Two Ravens,U.S.A.,Peru,Peru,Criollo,60%,3,satisfactory,2016,1740
Un Dimanche A Paris,France,Dominican Republic,Dominican Republic, ,63%,3.75,Praiseworthy,2011,709
Undone,U.S.A.,Nicaragua,Matagalpa, ,74%,3,satisfactory,2014,1438
Undone,U.S.A.,Dominican Republic,Nourish, ,70%,3,satisfactory,2014,1438
Upchurch,U.S.A.,Madagascar,"Madagascar, Sassy Bar",Trinitario,72%,3,satisfactory,2016,1752
Upchurch,U.S.A.,Tanzania,"Tanzania, Party Bar", ,72%,3,satisfactory,2016,1752
Urzi,Italy,Venezuela,"Sur del Lago, Merida",Trinitario,65%,3,satisfactory,2014,1327
Valrhona,France,Peru,"Piura, Illanka, Quemazon", ,63%,4,Premium,2015,1510
Valrhona,France, ,"Andoa, Grand Cru blend", ,70%,3,satisfactory,2013,1145
Valrhona,France,Dominican Republic,"Loma Sotavento, 2013", ,64%,3,satisfactory,2013,1153
Valrhona,France,Venezuela,"Otucan, Grand Cru", ,69%,4,Premium,2012,931
Valrhona,France, ,Caraque, ,56%,3,satisfactory,2011,709
Valrhona,France,Venezuela,"Porcelana, Pedegral",Criollo,64%,4,Premium,2011,757
Valrhona,France,Dominican Republic,Tainori, ,64%,3.75,Praiseworthy,2009,327
Valrhona,France,Ecuador,Alpaco, ,66%,3.75,Praiseworthy,2009,370
Valrhona,France,Ghana,Nyangbo,Forastero,68%,3,satisfactory,2009,395
Valrhona,France,Venezuela,Araguani,Blend,72%,3,satisfactory,2007,117
Valrhona,France,Venezuela,Chuao 2002 P.,Trinitario,65%,3.75,Praiseworthy,2007,129
Valrhona,France,Madagascar,Manjari,"Criollo, Trinitario",64%,4,Premium,2007,129
Valrhona,France, ,Le Noir Extra Amer, ,85%,1,Unpleasant,2007,147
Valrhona,France,West Africa,Abinao,Forastero,85%,2,Disappointing,2007,153
Valrhona,France,West Africa,Le Noir Amer,Forastero,71%,3,satisfactory,2007,157
Valrhona,France,Venezuela,"Porcelana, Maracaibo, Palmira P. 2006",Criollo (Porcelana),64%,3,satisfactory,2007,162
Valrhona,France,Carribean,Caraibe,Trinitario,66%,3,satisfactory,2006,63
Valrhona,France,South America,Guanaja,"Criollo, Trinitario",70%,4,Premium,2006,63
Valrhona,France,Trinidad,Gran Couva 2005 P.,Trinitario,64%,2,Disappointing,2006,75
Valrhona,France,Venezuela,"Porcelana, Maracaibo, Palmira P. 2005",Criollo (Porcelana),64%,3,satisfactory,2006,75
Valrhona,France,Madagascar,"Sambirano, Ampamakia 2005, Millot P.",Trinitario,64%,3,satisfactory,2006,75
Vanleer (Barry Callebaut),U.S.A.,Ghana,Manhattan,Forastero,72%,2,Disappointing,2012,963
Vanleer (Barry Callebaut),U.S.A.,Ghana,Napa,Forastero,65%,3,satisfactory,2012,963
Vao Vao (Chocolaterie Robert),Madagascar,Madagascar,Madagascar,Trinitario,72%,3,satisfactory,2009,404
Vao Vao (Chocolaterie Robert),Madagascar,Madagascar,Madagascar,Trinitario,76%,3,satisfactory,2009,404
Vao Vao (Chocolaterie Robert),Madagascar,Madagascar,Madagascar,Trinitario,80%,3,satisfactory,2009,404
Vao Vao (Chocolaterie Robert),Madagascar,Madagascar,Madagascar,Trinitario,70%,3,satisfactory,2009,404
Vao Vao (Chocolaterie Robert),Madagascar,Madagascar,Madagascar w/ nibs,Trinitario,68%,3,satisfactory,2009,404
Vao Vao (Chocolaterie Robert),Madagascar,Madagascar,Madagascar,Trinitario,64%,3,satisfactory,2009,404
Vicuna,U.S.A.,Bolivia,Palos Blancos, ,70%,3,satisfactory,2015,1470
Vicuna,U.S.A.,Bolivia,Palos Blancos + nibs, ,70%,3,satisfactory,2015,1470
Videri,U.S.A.,Dominican Republic,Dominican Republic, ,90%,3,satisfactory,2014,1211
Videri,U.S.A.,Trinidad,Trinidad,Trinitario,75%,3,satisfactory,2014,1211
Videri,U.S.A.,Ecuador,Mindo, ,75%,3,satisfactory,2014,1227
Videri,U.S.A.,Central and S. America,Dark, ,90%,3.75,Praiseworthy,2013,1117
Videri,U.S.A.,Central and S. America,Classic, ,70%,3,satisfactory,2012,991
Vietcacao (A. Morin),France,Vietnam,"Ben Tre, Mekong Delta, MoCay",Trinitario,70%,3,satisfactory,2012,951
Vintage Plantations,U.S.A.,Peru,San Martin, ,75%,3,satisfactory,2014,1205
Vintage Plantations (Tulicorp),U.S.A.,Ecuador,"Los Rios, Rancho Grande 2004/2007",Forastero (Arriba),100%,2,Disappointing,2007,153
Vintage Plantations (Tulicorp),U.S.A.,Ecuador,"Los Rios, Rancho Grande 2004/2007",Forastero (Arriba),90%,2,Disappointing,2007,153
Vintage Plantations (Tulicorp),U.S.A.,Ecuador,"Los Rios, Rancho Grande 2004/2007",Forastero (Arriba),75%,3,satisfactory,2007,153
Vintage Plantations (Tulicorp),U.S.A.,Ecuador,"Los Rios, Rancho Grande 2007",Forastero (Arriba),65%,3,satisfactory,2007,153
Violet Sky,U.S.A.,Madagascar,Sambirano Valley,Trinitario,77%,3,satisfactory,2015,1458
Violet Sky,U.S.A.,Belize,Moho River Valley,"Criollo, Trinitario",77%,3,satisfactory,2015,1458
Violet Sky,U.S.A.,Venezuela,Cuyagua,Criollo,77%,3,satisfactory,2015,1458
Violet Sky,U.S.A.,Peru,Peru,"Criollo, Trinitario",77%,3,satisfactory,2015,1458
Violet Sky,U.S.A.,Guatemala,Cahabon,Trinitario,77%,3,satisfactory,2015,1502
Vivra,U.S.A.,Peru,Peru, ,70%,2,Disappointing,2016,1720
Vivra,U.S.A.,Venezuela,Ocumare, ,70%,2,Disappointing,2016,1720
Vivra,U.S.A.,Dominican Republic,Dominican Republic, ,70%,3,satisfactory,2016,1724
Wellington Chocolate Factory,New Zealand,Dominican Republic,Conacado,Trinitario,70%,3,satisfactory,2016,1756
Wellington Chocolate Factory,New Zealand,Peru,"Piura Blanco, Norandino", ,70%,3,satisfactory,2016,1756
Whittakers,New Zealand,Ghana,Ghana,Forastero,72%,2,Disappointing,2011,733
Wilkie's Organic,Ireland,Peru,Amazonas,Criollo,75%,2,Disappointing,2013,1169
Wilkie's Organic,Ireland,Peru,Amazonas,Criollo,89%,3,satisfactory,2013,1169
Wilkie's Organic,Ireland,Peru,Tumbes,Criollo,75%,3,satisfactory,2013,1169
Wilkie's Organic,Ireland,Peru,Amazonas w/ nibs,Criollo,75%,3,satisfactory,2013,1173
Willie's Cacao,U.K.,Colombia,Los Llanos, ,70%,4,Premium,2016,1848
Willie's Cacao,U.K.,Colombia,Los Llanos,Trinitario,88%,3,satisfactory,2014,1227
Willie's Cacao,U.K.,Indonesia,"Java, Indonesian Black", ,100%,2,Disappointing,2013,1109
Willie's Cacao,U.K.,Madagascar,Sambirano,Trinitario,71%,3,satisfactory,2010,593
Willie's Cacao,U.K.,Venezuela,Hacienda Las Trincheras, ,72%,3,satisfactory,2010,593
Willie's Cacao,U.K.,Indonesia,Java, ,69%,3.75,Praiseworthy,2010,593
Willie's Cacao,U.K.,Peru,San Martin, ,70%,3,satisfactory,2009,457
Willie's Cacao,U.K.,Venezuela,Rio Caribe,Trinitario,72%,3,satisfactory,2009,457
Wm,U.S.A.,Venezuela,"Guasare, Zulia Prov., 2015, batch 124",Criollo,74%,3,satisfactory,2016,1912
Wm,U.S.A.,Bolivia,"Wild Beniano, 2016, batch 128, Heirloom", ,76%,3,satisfactory,2016,1912
Wm,U.S.A.,Ghana,"Ghana, 2013, batch 129", ,75%,3.75,Praiseworthy,2016,1916
Woodblock,U.S.A.,Peru,"Maranon, Cajamarca",Forastero (Nacional),70%,3,satisfactory,2014,1243
Woodblock,U.S.A.,Ecuador,"Camino Verde P., Balao, Guayas", ,70%,3,satisfactory,2013,1042
Woodblock,U.S.A.,Trinidad,Gran Couva,Trinitario,70%,3,satisfactory,2013,1042
Woodblock,U.S.A.,Ecuador,Ecuador, ,70%,2,Disappointing,2012,825
Woodblock,U.S.A.,Costa Rica,Costa Rica, ,70%,3,satisfactory,2012,825
Woodblock,U.S.A.,Madagascar,Sambirano,Trinitario,70%,3,satisfactory,2012,951
Woodblock,U.S.A.,Venezuela,Ocumare, ,70%,4,Premium,2011,741
Woodblock,U.S.A.,Dominican Republic,La Red, ,70%,3,satisfactory,2011,769
Xocolat,Domincan Republic,Dominican Republic,Hispaniola, ,66%,3,satisfactory,2013,1057
Xocolla,U.S.A.,Madagascar,"Sambirano, batch 170102", ,70%,3,satisfactory,2017,1948
Xocolla,U.S.A.,Dominican Republic,"Hispaniola, batch 170104", ,70%,2,Disappointing,2017,1948
Zak's,U.S.A.,Papua New Guinea,"Papua New Guinea, Batch 2", ,70%,3,satisfactory,2015,1574
Zak's,U.S.A.,Dominican Republic,"Dominican Republic, Batch D2", ,70%,3,satisfactory,2015,1578
Zak's,U.S.A.,Madagascar,"Madagascar, Batch 2",Trinitario,70%,3,satisfactory,2015,1578
Zak's,U.S.A.,Peru,"Peru, Batch 1", ,70%,3,satisfactory,2015,1578
Zak's,U.S.A.,Belize,"Belize, Batch 2",Trinitario,70%,3,satisfactory,2015,1578
Zak's,U.S.A., ,"House Blend, Batch 2", ,60%,3,satisfactory,2015,1582
Zart Pralinen,Austria,Madagascar,"Millot P., Ambanja","Criollo, Trinitario",70%,3,satisfactory,2016,1820
Zart Pralinen,Austria,Ecuador,UNOCACE,Nacional (Arriba),70%,3,satisfactory,2016,1824
Zart Pralinen,Austria,Trinidad,San Juan Estate,Trinitario,85%,3,satisfactory,2016,1824
Zart Pralinen,Austria,Tanzania,"Kakao Kamili, Kilombero Valley","Criollo, Trinitario",85%,3,satisfactory,2016,1824
Zart Pralinen,Austria,Tanzania,"Kakao Kamili, Kilombero Valley","Criollo, Trinitario",70%,3,satisfactory,2016,1824
Zart Pralinen,Austria,Trinidad,"San Juan Estate, Gran Couva",Trinitario,78%,3,satisfactory,2016,1880
Zokoko,Australia,Solomon Islands,Guadalcanal, ,78%,3.75,Praiseworthy,2016,1716
Zokoko,Australia, ,Goddess Blend, ,65%,3,satisfactory,2016,1780
Zokoko,Australia,Bolivia,Alto Beni, ,68%,3,satisfactory,2011,697
Zokoko,Australia,Papua New Guinea,Tokiala,Trinitario,66%,3,satisfactory,2011,701
Zokoko,Australia,Bolivia,"Tranquilidad, Baures", ,72%,3.75,Praiseworthy,2011,701
Zotter,Austria, ,Raw, ,80%,3,satisfactory,2014,1205
Zotter,Austria,Panama,"Bocas del Toro, Cocabo Co-op", ,72%,3,satisfactory,2012,801
Zotter,Austria, ,Amazonas Frucht, ,65%,3,satisfactory,2012,801
Zotter,Austria,Peru,"Satipo Pangoa region, 16hr conche",Criollo (Amarru),70%,3,satisfactory,2012,875
Zotter,Austria,Peru,"Satipo Pangoa region, 20hr conche",Criollo (Amarru),70%,3,satisfactory,2012,875
Zotter,Austria,Dominican Republic,"Loma Los Pinos, Yacao region, D.R.", ,62%,3.75,Praiseworthy,2012,875
Zotter,Austria,Ecuador,El Oro,Forastero (Nacional),75%,3,satisfactory,2012,879
Zotter,Austria,Papua New Guinea,Huiwani Coop,"Criollo, Trinitario",75%,3,satisfactory,2012,879
Zotter,Austria,Bolivia,El Ceibo Coop, ,90%,3,satisfactory,2012,879
Zotter,Austria,Dominican Republic,Santo Domingo, ,70%,3.75,Praiseworthy,2012,879
Zotter,Austria,Congo,"Kongo, Highlands",Forastero,68%,3,satisfactory,2012,883
Zotter,Austria, ,"Indianer, Raw", ,58%,3,satisfactory,2012,883
Zotter,Austria,Peru,Peru, ,70%,3.75,Praiseworthy,2011,647
Zotter,Austria,Congo,Congo,Forastero,65%,3,satisfactory,2011,749
Zotter,Austria,India,Kerala State,Forastero,65%,3,satisfactory,2011,749
Zotter,Austria,India,Kerala State, ,62%,3,satisfactory,2011,781
Zotter,Austria,Brazil,"Brazil, Mitzi Blue", ,65%,3,satisfactory,2010,486
